216 Freeman Street Brookline, MA 02446	https://hotpads.com/216-freeman-st-brookline-ma-02446-skf0ux/building	$4,300+
215 Saint Paul Street Brookline, MA 02446	https://hotpads.com/215-saint-paul-st-brookline-ma-02446-skf6nz/building	$4,600+
1033 Beacon Street Longwood, Brookline, MA	https://hotpads.com/1033-beacon-st-brookline-ma-02446-skfjnb/building	$5,495+
18 Aspinwall Avenue Brookline, MA 02445	https://hotpads.com/18-aspinwall-ave-brookline-ma-02446-skekwm/building	$3,895+
1801 Beacon Street Beaconsfield, Brookline, MA	https://hotpads.com/1801-beacon-st-brookline-ma-02445-skepam/building	$4,200+
191 Winthrop Road Aspinwall Hill, Brookline, MA	https://hotpads.com/191-winthrop-rd-brookline-ma-02445-sken64/building	$4,200+
504 Washington Street Aspinwall Hill, Brookline, MA	https://hotpads.com/504-washington-st-brookline-ma-02446-skxacj/building	$4,200+
Walnut Street High Street Hill, Brookline, MA	https://hotpads.com/brookline-ma-02445-uppvcd/building	$6,000
1616 Beacon Street Corey Hill, Brookline, MA	https://hotpads.com/1616-beacon-st-brookline-ma-02446-skepar/building	$6,200+
1203 Beacon Street Lawrence, Brookline, MA	https://hotpads.com/4-bed-20-bath-1200-sqft-4400-brookline-ma-02446-skgv52/building	$4,400+
40 Centre Street Brookline, MA 02446	https://hotpads.com/40-centre-st-brookline-ma-02446-skgbsy/building	$6,300
74 Browne Street Brookline, MA 02446	https://hotpads.com/74-browne-st-brookline-ma-02446-skemtf/building	$6,700
71 Oxford Avenue Cambridge, MA 02138	https://hotpads.com/71-oxford-ave-cambridge-ma-02138-skkx96/building	Call
3 Oxford Avenue Belmont, MA 02478	https://hotpads.com/3-oxford-ave-belmont-ma-02478-sm3qc4/building	Call
5 City View Road Brighton, Brookline, MA	https://hotpads.com/5-city-view-rd-brookline-ma-02446-skxtej/building	$2,600
29 Dighton Street Brighton, Brighton, MA	https://hotpads.com/29-dighton-st-brighton-ma-02135-skjsw5/building	$3,200
35 Waverly Street Brighton, Boston, MA	https://hotpads.com/35-waverly-st-brighton-ma-02135-skespk/building	$2,850+
36 Mapleton Street Brighton, Boston, MA	https://hotpads.com/36-mapleton-st-brighton-ma-02135-ssmdm9/building	$3,800+
300 Summit Brighton, Brighton, MA	https://hotpads.com/300-summit-ave-brighton-ma-02135-smncf3/building	$2,800+
45 Montcalm Avenue Brighton, Brighton, MA	https://hotpads.com/45-montcalm-ave-brighton-ma-02135-skjttn/building	$4,250+
85 Surrey Street Brighton, Brighton, MA	https://hotpads.com/85-surrey-st-brighton-ma-02135-skn76w/building	$4,100+
14 Mount Hood Road Brighton, Brighton, MA	https://hotpads.com/14-mount-hood-rd-brighton-ma-02135-sm00vm/building	$3,300+
23 Colwell Avenue Brighton, Boston, MA	https://hotpads.com/23-colwell-ave-brighton-ma-02135-skeq0f/building	$3,100
22 Surrey Street Brighton, Boston, MA	https://hotpads.com/22-surrey-st-brighton-ma-02135-1uc3jts/building	$2,400+
35 Glenmont Road Brighton, Brighton, MA	https://hotpads.com/35-glenmont-rd-brighton-ma-02135-upxyw4/building	$3,200+
35 Cummings Road Brighton, Brighton, MA	https://hotpads.com/35-cummings-rd-brighton-ma-02135-skjsnk/building	$2,975+
46 Shannon Street Aberdeen, Boston, MA	https://hotpads.com/46-shannon-st-brighton-ma-02135-sm09aw/building	$3,000
Nottinghill Road Aberdeen, Boston, MA	https://hotpads.com/brighton-ma-02135-1pzfqzs/building	$4,300
41 Shannon Street Aberdeen, Brighton, MA	https://hotpads.com/41-shannon-st-brighton-ma-02135-skf90a/building	$3,500
Cummings Road Brighton, Boston - Brighton, MA	https://hotpads.com/brighton-ma-02135-skg0kg/building	$3,000+
66 Perthshire Road Brighton, Brighton, MA	https://hotpads.com/66-perthshire-rd-brighton-ma-02135-skjtur/building	$3,700+
4 Sparhawk Street Brighton, Brighton, MA	https://hotpads.com/4-sparhawk-st-brighton-ma-02135-sm0d4a/building	$4,295
Academy Hill Road Brighton, Brighton, MA	https://hotpads.com/brighton-ma-02135-1j4tasy/building	$4,100
